Wall time,Step,Value
1733098824.6939824,100,0.00025003537302836776
1733098854.8145914,200,0.000250141485594213
1733098884.7833934,300,0.00025031837867572904
1733098914.6643827,400,0.00025056596496142447
1733098944.6545002,500,0.00025088427355512977
1733098974.3625674,600,0.00025127327535301447
1733099003.8004844,700,0.0002517329703550786
1733099033.3227396,800,0.0002522632712498307
1733099062.7121785,900,0.00025286420714110136
1733099091.9928625,1000,0.0002535356907173991
1733099121.3758776,1100,0.000254277721978724
1733099150.8512537,1200,0.0002550902427174151
1733099180.183091,1300,0.000255973165621981
1733099209.705834,1400,0.0002569264906924218
1733099239.027857,1500,0.0002579501015134156
1733099268.4662368,1600,0.00025904399808496237
1733099297.939625,1700,0.00026020806399174035
1733099327.538294,1800,0.00026144221192225814
1733099356.965678,1900,0.0002627464127726853
1733099386.36633,2000,0.00026412057923153043
1733099415.6834233,2100,0.00026556459488347173
1733099445.0768528,2200,0.0002670783724170178
1733099474.5028439,2300,0.00026866182452067733
1733099503.9885523,2400,0.0002703148638829589
1733099533.4279058,2500,0.0002720373740885407
1733099562.8512533,2600,0.0002738292678259313
1733099592.3265433,2700,0.00027569037047214806
1733099621.7424548,2800,0.00027762065292336047
1733099651.073971,2900,0.00027961991145275533
1733099680.384141,3000,0.00028168808785267174
1733099774.1598144,3100,0.00028382500750012696
1733099803.693079,3200,0.00028603055397979915
1733099833.0008433,3300,0.00028830458177253604
1733099862.2320778,3400,0.00029064694535918534
1733099891.620366,3500,0.0002930575283244252
1733099920.9711554,3600,0.0002955361269414425
1733099950.295354,3700,0.0002980826247949153
1733099979.55122,3800,0.00030069684726186097
1733100008.8535202,3900,0.00030337864882312715
1733100038.301946,4000,0.0003061278257519007
1733100067.6231184,4100,0.00030894423252902925
1733100096.8997328,4200,0.0003118276654276997
1733100126.3578568,4300,0.0003147779789287597
1733100155.662461,4400,0.0003177949402015656
1733100185.2339633,4500,0.00032087843283079565
1733100214.5872283,4600,0.00032402819488197565
1733100244.034197,4700,0.0003272440517321229
1733100273.465096,4800,0.0003305257996544242
1733100303.0789216,4900,0.00033387323492206633
1733100332.5611992,5000,0.0003372861538082361
1733100362.0904467,5100,0.0003407643234822899
1733100391.6770697,5200,0.0003443075402174145
1733100421.1899762,5300,0.00034791557118296623
1733100450.550857,5400,0.0003515882126521319
1733100480.0339532,5500,0.00035532520269043744
1733100509.4482117,5600,0.00035912630846723914
1733100538.8896174,5700,0.00036299132625572383
1733100568.3777754,5800,0.0003669199941214174
1733100597.751409,5900,0.0003709120210260153
1733100627.269887,6000,0.00037496723234653473
1733100656.7297647,6100,0.0003790853079408407
1733100748.2314117,6200,0.00038326604408212006
1733100777.7728796,6300,0.0003875091206282377
1733100807.2162976,6400,0.00039181430474855006
1733100836.6485617,6500,0.00039618133450858295
1733100866.0100708,6600,0.00040060991887003183
1733100897.1588664,6700,0.00040509976679459214
1733100926.9354386,6800,0.0004096506454516202
1733100957.0030866,6900,0.0004142622055951506
1733100986.6374288,7000,0.00041893418529070914
1733101016.3639054,7100,0.0004236662934999913
1733101045.9399564,7200,0.0004284582391846925
1733101075.9563909,7300,0.0004333097313065082
1733101105.8166108,7400,0.00043822042061947286
1733101135.6446118,7500,0.00044319001608528197
1733101165.4495878,7600,0.00044821822666563094
1733101195.476519,7700,0.00045330473221838474
1733101225.637124,7800,0.0004584491834975779
1733101255.6161087,7900,0.00046365128946490586
1733101285.5319188,8000,0.0004689107008744031
1733101315.1516342,8100,0.00047422709758393466
1733101345.0293312,8200,0.000479600130347535
1733101374.6900327,8300,0.00048502947902306914
1733101404.8287816,8400,0.0004905147943645716
1733101434.4631853,8500,0.0004960557562299073
1733101464.453498,8600,0.0005016520153731108
1733101494.2984738,8700,0.0005073031643405557
1733101524.045128,8800,0.0005130088538862765
1733101553.92717,8900,0.0005187687929719687
1733101584.0407674,9000,0.0005245825741440058
1733101614.0038557,9100,0.0005304498481564224
1733101643.7378752,9200,0.0005363702075555921
1733101738.5067215,9300,0.0005423433613032103
1733101768.5450633,9400,0.0005483688437379897
1733101799.1606457,9500,0.0005544463056139648
1733101829.4302063,9600,0.0005605753394775093
1733101860.0060604,9700,0.0005667556542903185
1733101890.6210082,9800,0.0005729867843911052
1733101920.856533,9900,0.0005792683223262429
1733101950.7793815,10000,0.0005855999188497663
1733101980.7230787,10100,0.0005919811665080488
1733102010.6629205,10200,0.0005984116578474641
1733102040.4986682,10300,0.0006048909854143858
1733102070.388337,10400,0.0006114187999628484
1733102100.4472437,10500,0.0006179945776239038
1733102130.2381551,10600,0.0006246179691515863
1733102160.2263155,10700,0.0006312885088846087
1733102189.9898489,10800,0.0006380059057846665
1733102220.0392504,10900,0.0006447695777751505
1733102250.1017077,11000,0.0006515792338177562
1733102279.8170655,11100,0.0006584343500435352
1733102309.4969242,11200,0.0006653345189988613
1733102339.757206,11300,0.000672279333230108
1733102369.5472689,11400,0.0006792683270759881
1733102399.5083723,11500,0.000686301093082875
1733102429.5087998,11600,0.0006933772237971425
1733102459.3975875,11700,0.0007004961371421814
1733102489.246716,11800,0.0007076574838720262
1733102518.993713,11900,0.0007148608565330505
1733102548.9194922,12000,0.0007221056730486453
1733102578.638717,12100,0.0007293915841728449
1733102608.5939443,12200,0.0007367181242443621
1733102638.2294397,12300,0.0007440847693942487
1733102732.9405537,12400,0.0007514911121688783
1733102762.9470527,12500,0.0007589366286993027
1733102792.9519281,12600,0.0007664209115318954
1733102822.8754356,12700,0.0007739434950053692
1733102852.6280322,12800,0.0007815038552507758
