Wall time,Step,Value
1733098824.6939435,100,2.2684712409973145
1733098854.814558,200,1.7849832773208618
1733098884.7833579,300,1.4537200927734375
1733098914.6643496,400,1.242144227027893
1733098944.6544611,500,1.3185268640518188
1733098974.3625326,600,1.1175884008407593
1733099003.8004491,700,1.255040168762207
1733099033.3226993,800,1.2276474237442017
1733099062.7121434,900,1.1939181089401245
1733099091.9928262,1000,1.0319079160690308
1733099121.3758438,1100,0.9508916735649109
1733099150.851219,1200,1.047620177268982
1733099180.1830552,1300,0.9875428080558777
1733099209.7057836,1400,1.0564202070236206
1733099239.027824,1500,1.0160822868347168
1733099268.4662008,1600,0.9582024812698364
1733099297.9395845,1700,0.9042895436286926
1733099327.5382595,1800,0.9076297879219055
1733099356.9656446,1900,0.8927368521690369
1733099386.3662903,2000,0.9622400999069214
1733099415.6833882,2100,0.8568129539489746
1733099445.0768204,2200,0.9336178302764893
1733099474.5028088,2300,0.9224005341529846
1733099503.9885187,2400,0.933037519454956
1733099533.4278696,2500,0.8519148826599121
1733099562.8512194,2600,0.8846614956855774
1733099592.3265045,2700,0.8672376275062561
1733099621.7424176,2800,0.8857704401016235
1733099651.0739336,2900,0.892855703830719
1733099680.384102,3000,0.8934587240219116
1733099774.1597743,3100,0.8811596035957336
1733099803.6930408,3200,0.7592546939849854
1733099833.0008097,3300,0.8415080904960632
1733099862.2320435,3400,0.7263835668563843
1733099891.620333,3500,0.8694667220115662
1733099920.9711208,3600,0.767612099647522
1733099950.2953165,3700,0.8132679462432861
1733099979.5511854,3800,0.6804998517036438
1733100008.853485,3900,0.8587448596954346
1733100038.3019114,4000,0.8266360759735107
1733100067.6230843,4100,0.8703675270080566
1733100096.8996973,4200,0.8367435932159424
1733100126.3578079,4300,0.7464313507080078
1733100155.6624281,4400,0.8402789235115051
1733100185.2339303,4500,0.70976722240448
1733100214.5871947,4600,0.8208833336830139
1733100244.0341637,4700,0.8397230505943298
1733100273.4650607,4800,0.8045088052749634
1733100303.0788858,4900,0.681723415851593
1733100332.5611598,5000,0.780027449131012
1733100362.0904126,5100,0.7265447378158569
1733100391.6770365,5200,0.7685772180557251
1733100421.189943,5300,0.8122866749763489
1733100450.5508225,5400,0.7256213426589966
1733100480.0339172,5500,0.7834569811820984
1733100509.448179,5600,0.6933165192604065
1733100538.8895812,5700,0.7816958427429199
1733100568.3777416,5800,0.7827168703079224
1733100597.751375,5900,0.7644811868667603
1733100627.2698529,6000,0.8296245336532593
1733100656.7297297,6100,0.7452817559242249
1733100748.2313747,6200,0.7833614945411682
1733100777.7728448,6300,0.734775722026825
