Wall time,Step,Value
1733098824.6939921,100,0.9499984383583069
1733098854.814601,200,0.9499937295913696
1733098884.7834027,300,0.9499858617782593
1733098914.6643922,400,0.9499748945236206
1733098944.65451,500,0.9499607682228088
1733098974.362577,600,0.9499435424804688
1733099003.8004942,700,0.9499231576919556
1733099033.3227499,800,0.9498996734619141
1733099062.7121887,900,0.9498730301856995
1733099091.992873,1000,0.9498432278633118
1733099121.3758872,1100,0.9498103260993958
1733099150.8512633,1200,0.9497743248939514
1733099180.1831017,1300,0.949735164642334
1733099209.7058446,1400,0.9496929049491882
1733099239.0278668,1500,0.9496475458145142
1733099268.4662478,1600,0.949599027633667
1733099297.9396348,1700,0.9495474696159363
1733099327.5383039,1800,0.9494927525520325
1733099356.9656875,1900,0.9494349360466003
1733099386.3663406,2000,0.9493739604949951
1733099415.6834338,2100,0.9493099451065063
1733099445.0768626,2200,0.9492428302764893
1733099474.5028534,2300,0.9491726756095886
1733099503.9885616,2400,0.9490993618965149
1733099533.4279165,2500,0.9490230083465576
1733099562.8512628,2600,0.948943555355072
1733099592.3265536,2700,0.9488610625267029
1733099621.7424655,2800,0.9487754702568054
1733099651.0739813,2900,0.9486868381500244
1733099680.3841527,3000,0.9485951662063599
1733099774.1598244,3100,0.948500394821167
1733099803.6930885,3200,0.9484026432037354
1733099833.0008528,3300,0.9483018517494202
1733099862.2320876,3400,0.9481979608535767
1733099891.6203756,3500,0.9480910897254944
1733099920.971165,3600,0.9479812383651733
1733099950.2953637,3700,0.9478683471679688
1733099979.55123,3800,0.9477524161338806
1733100008.8535302,3900,0.9476335644721985
1733100038.3019552,4000,0.9475116729736328
1733100067.6231284,4100,0.9473868012428284
1733100096.8997424,4200,0.9472589492797852
1733100126.3578665,4300,0.947128176689148
1733100155.66247,4400,0.946994423866272
1733100185.2339737,4500,0.946857750415802
1733100214.587238,4600,0.9467180967330933
1733100244.0342066,4700,0.9465755224227905
1733100273.4651067,4800,0.9464300274848938
1733100303.078931,4900,0.9462816119194031
1733100332.5612097,5000,0.9461303353309631
1733100362.0904565,5100,0.9459761381149292
1733100391.677079,5200,0.9458190202713013
1733100421.1899862,5300,0.9456591010093689
1733100450.5508666,5400,0.9454962611198425
1733100480.0339634,5500,0.9453305602073669
1733100509.4482212,5600,0.9451620578765869
1733100538.889627,5700,0.9449906945228577
1733100568.3777843,5800,0.944816529750824
1733100597.7514188,5900,0.9446395635604858
1733100627.2699,6000,0.9444597959518433
1733100656.7297742,6100,0.9442772269248962
1733100748.2314212,6200,0.9440918564796448
1733100777.7728894,6300,0.9439037442207336
1733100807.2163072,6400,0.9437128901481628
1733100836.6485713,6500,0.9435192942619324
1733100866.0100813,6600,0.9433229565620422
1733100897.1588767,6700,0.9431239366531372
1733100926.9354491,6800,0.9429221749305725
1733100957.0030966,6900,0.9427177309989929
1733100986.6374388,7000,0.9425106048583984
1733101016.3639164,7100,0.9423007965087891
1733101045.9399662,7200,0.9420883655548096
1733101075.9564002,7300,0.9418732523918152
1733101105.8166203,7400,0.9416555762290955
1733101135.644622,7500,0.9414352178573608
1733101165.4495976,7600,0.9412122964859009
1733101195.476529,7700,0.9409868121147156
1733101225.637134,7800,0.9407587647438049
1733101255.6161182,7900,0.940528154373169
1733101285.5319295,8000,0.9402949810028076
1733101315.1516438,8100,0.940059244632721
1733101345.029341,8200,0.9398210644721985
1733101374.6900475,8300,0.9395803809165955
1733101404.8287911,8400,0.9393371939659119
1733101434.4631948,8500,0.9390915036201477
1733101464.453508,8600,0.9388434290885925
1733101494.2984836,8700,0.9385929107666016
1733101524.0451376,8800,0.9383399486541748
1733101553.9271803,8900,0.938084602355957
1733101584.0407774,9000,0.9378268122673035
1733101614.003866,9100,0.9375666975975037
1733101643.7378848,9200,0.9373042583465576
1733101738.5067313,9300,0.9370394349098206
1733101768.5450728,9400,0.9367722868919373
1733101799.1606548,9500,0.9365028738975525
1733101829.4302166,9600,0.9362311363220215
1733101860.0060773,9700,0.9359571933746338
1733101890.621018,9800,0.9356809258460999
1733101920.8565428,9900,0.9354024529457092
1733101950.7793918,10000,0.9351217150688171
1733101980.7230892,10100,0.9348388314247131
1733102010.6629305,10200,0.9345537424087524
1733102040.498678,10300,0.9342665076255798
1733102070.3883474,10400,0.9339771270751953
1733102100.4472556,10500,0.9336856007575989
1733102130.2381651,10600,0.9333919286727905
1733102160.2263253,10700,0.9330962300300598
1733102189.9898582,10800,0.9327983856201172
1733102220.0392609,10900,0.932498574256897
1733102250.1017172,11000,0.9321966767311096
1733102279.8170764,11100,0.9318927526473999
1733102309.496935,11200,0.9315868616104126
1733102339.757216,11300,0.9312789440155029
1733102369.5472784,11400,0.9309691190719604
1733102399.5083828,11500,0.9306573271751404
1733102429.50881,11600,0.9303436279296875
1733102459.3975976,11700,0.9300280213356018
1733102489.246726,11800,0.9297105073928833
1733102518.9937236,11900,0.9293911457061768
1733102548.9195018,12000,0.929069995880127
1733102578.6387265,12100,0.9287469983100891
1733102608.5939553,12200,0.9284221529960632
1733102638.229449,12300,0.9280955791473389
1733102732.9405634,12400,0.9277672171592712
1733102762.9470663,12500,0.9274371266365051
1733102792.9519398,12600,0.9271053671836853
1733102822.875445,12700,0.9267718195915222
1733102852.6280422,12800,0.9264366626739502
1733102882.5701296,12900,0.9260998368263245
1733102912.6569877,13000,0.925761342048645
1733102942.9457266,13100,0.9254212975502014
1733102972.7631056,13200,0.9250796437263489
1733103002.7776134,13300,0.9247363805770874
1733103033.1515777,13400,0.9243916273117065
1733103063.329875,13500,0.9240452647209167
1733103093.092377,13600,0.9236974716186523
1733103123.858037,13700,0.9233481884002686
1733103153.8497517,13800,0.9229974150657654
1733103184.5601997,13900,0.9226452112197876
1733103213.8502905,14000,0.92229163646698
1733103243.2921824,14100,0.9219366312026978
1733103272.7429776,14200,0.9215802550315857
1733103302.0328119,14300,0.9212225079536438
1733103331.4901109,14400,0.9208634495735168
1733103360.9191196,14500,0.9205030798912048
1733103390.394925,14600,0.9201414585113525
1733103419.6766813,14700,0.9197785258293152
1733103449.047298,14800,0.9194144010543823
1733103478.4524474,14900,0.919049084186554
1733103507.8520947,15000,0.9186825156211853
1733103537.3869994,15100,0.9183148145675659
1733103566.8562489,15200,0.9179459810256958
1733103596.3074307,15300,0.917576014995575
1733103625.6490633,15400,0.9172049164772034
1733103716.8737092,15500,0.9168328046798706
1733103746.1993783,15600,0.9164596199989319
1733103775.7607915,15700,0.9160853624343872
1733103805.3096368,15800,0.9157101511955261
1733103834.644883,15900,0.9153339266777039
1733103863.9763288,16000,0.91495680809021
1733103893.283038,16100,0.9145786762237549
1733103922.664302,16200,0.914199709892273
1733103952.09903,16300,0.9138197898864746
1733103981.5701392,16400,0.9134390354156494
1733104011.0527043,16500,0.9130574464797974
1733104040.4995837,16600,0.9126750826835632
1733104069.7808194,16700,0.9122918844223022
1733104098.9839277,16800,0.9119079113006592
1733104128.2223442,16900,0.9115232229232788
1733104157.340846,17000,0.9111378192901611
1733104186.612087,17100,0.9107517004013062
1733104216.0663364,17200,0.9103649258613586
1733104245.4392881,17300,0.9099775552749634
1733104274.6271343,17400,0.9095895290374756
1733104304.022065,17500,0.9092008471488953
1733104333.331056,17600,0.9088116884231567
1733104362.8418086,17700,0.9084219336509705
1733104392.3913968,17800,0.9080316424369812
1733104421.910392,17900,0.9076408743858337
1733104451.3325205,18000,0.9072496294975281
1733104480.7690635,18100,0.906857967376709
1733104510.2707915,18200,0.9064658284187317
1733104539.5552456,18300,0.9060733318328857
1733104569.0740242,18400,0.9056804776191711
1733104598.3998027,18500,0.9052872061729431
1733104689.7679248,18600,0.9048936367034912
1733104719.1084344,18700,0.9044998288154602
1733104748.6873496,18800,0.9041056632995605
1733104777.9212184,18900,0.9037112593650818
1733104807.4160666,19000,0.9033166766166687
1733104836.6754165,19100,0.9029218554496765
1733104866.1344135,19200,0.90252685546875
1733104895.6435719,19300,0.9021317362785339
1733104925.008885,19400,0.9017364978790283
1733104954.3445091,19500,0.9013411402702332
1733104983.6714804,19600,0.9009456634521484
1733105013.1804032,19700,0.9005501866340637
1733105042.5339174,19800,0.9001546502113342
1733105071.8444183,19900,0.8997591137886047
1733105101.1968286,20000,0.89936363697052
1733105130.679989,20100,0.8989682197570801
1733105160.2054207,20200,0.8985728025436401
1733105189.434723,20300,0.8981775641441345
1733105218.7488346,20400,0.8977823853492737
1733105248.1292968,20500,0.8973873853683472
1733105277.5068944,20600,0.8969925045967102
1733105306.9662735,20700,0.8965979218482971
1733105336.5640392,20800,0.8962034583091736
1733105365.8514657,20900,0.8958092927932739
1733105395.2131371,21000,0.8954154253005981
1733105424.6020634,21100,0.8950217962265015
1733105454.0398254,21200,0.8946285247802734
1733105483.54863,21300,0.8942355513572693
1733105512.8366327,21400,0.8938429951667786
1733105542.1070683,21500,0.8934508562088013
1733105571.5662963,21600,0.8930590748786926
1733105663.031222,21700,0.8926677703857422
1733105692.511157,21800,0.89227694272995
1733105721.8175225,21900,0.8918865919113159
1733105751.1746645,22000,0.8914967775344849
1733105780.517113,22100,0.8911074995994568
1733105809.8829813,22200,0.8907187581062317
1733105838.9481692,22300,0.8903306126594543
1733105868.4436228,22400,0.8899431228637695
1733105897.9119647,22500,0.8895562291145325
1733105927.4720185,22600,0.8891700506210327
1733105956.9670608,22700,0.8887845277786255
1733105986.4007943,22800,0.8883997201919556
1733106015.7846477,22900,0.888015627861023
1733106045.1272097,23000,0.8876323699951172
1733106074.6463141,23100,0.8872498273849487
1733106104.0029502,23200,0.8868681192398071
1733106133.4307399,23300,0.8864872455596924
1733106162.7998557,23400,0.8861072063446045
1733106192.101591,23500,0.885728120803833
1733106221.393588,23600,0.8853498697280884
1733106250.8949409,23700,0.8849725723266602
1733106280.38499,23800,0.8845962285995483
1733106309.7783325,23900,0.8842208385467529
1733106339.2362204,24000,0.8838464617729187
1733106368.6604743,24100,0.8834730982780457
1733106397.9763799,24200,0.8831008076667786
1733106427.4398558,24300,0.8827295899391174
1733106456.951876,24400,0.8823594450950623
1733106486.2318435,24500,0.8819904327392578
